S.No,Time,Cycle,Lo-V,Hi-V,V-rise,Intensify,P-rise,Biscuit_Thick,Cast pressure,Cycle Time,,,
714,06:00:18,5030945,0.26,4.29,24,238,39,22,952,00:00:49,,,
715,06:01:07,5030946,0.26,4.26,24,240,36,20,960,00:00:49,,,
716,06:09:16,5030947,0.25,3.76,20,238,59,28,952,00:08:09,,,
717,06:10:06,5030948,0.26,4.38,21,236,37,19,944,00:00:50,,,
718,06:10:55,5030949,0.26,4.24,24,239,41,21,956,00:00:49,,,
719,06:11:44,5030950,0.26,4.23,23,239,43,22,956,00:00:49,,,
720,06:12:34,5030951,0.26,4.24,22,239,40,21,956,00:00:50,,,
721,06:13:23,5030952,0.26,4.38,22,239,41,22,956,00:00:49,,,
722,06:14:12,5030953,0.26,4.21,23,240,40,19,960,00:00:49,,,
723,06:15:02,5030954,0.26,4.3,24,239,39,22,956,00:00:50,,,
724,06:15:51,5030955,0.26,4.29,25,240,40,22,960,00:00:49,,,
725,06:16:41,5030956,0.26,4.22,23,240,39,21,960,00:00:50,,,
726,06:17:30,5030957,0.26,4.19,23,239,44,21,956,00:00:49,,,
727,06:18:20,5030958,0.26,4.24,21,239,39,21,956,00:00:50,,,
728,06:19:09,5030959,0.26,4.31,21,240,48,21,960,00:00:49,,,
729,06:19:58,5030960,0.26,4.23,22,239,41,21,956,00:00:49,,,
730,06:20:48,5030961,0.26,4.23,24,240,41,21,960,00:00:50,,,
731,06:21:38,5030962,0.26,4.26,23,239,38,20,956,00:00:50,,,
732,06:22:27,5030963,0.26,4.32,22,240,46,21,960,00:00:49,,,
733,06:23:17,5030964,0.26,4.24,21,238,50,21,952,00:00:50,,,
734,06:24:06,5030965,0.26,4.22,23,239,43,22,956,00:00:49,,,
735,06:24:55,5030966,0.26,4.31,23,239,40,20,956,00:00:49,,,
736,06:25:45,5030967,0.26,4.3,23,239,38,20,956,00:00:50,,,
737,06:26:34,5030968,0.26,4.24,24,239,40,20,956,00:00:49,,,
738,06:27:24,5030969,0.26,4.21,23,239,53,22,956,00:00:50,,,
739,06:28:13,5030970,0.26,4.23,22,239,42,21,956,00:00:49,,,
740,06:29:02,5030971,0.26,4.25,23,239,42,21,956,00:00:49,,,
741,06:29:52,5030972,0.26,4.33,22,238,45,21,952,00:00:50,,,
742,10:52:35,5031278,0.26,4.37,25,240,37,19,960,04:22:43,,,
743,10:54:45,5031279,0.26,0.25,0,73,1,37,292,00:02:10,,,
744,10:55:34,5031280,0.26,4.42,26,239,59,18,956,00:00:49,,,
745,10:56:23,5031281,0.26,4.23,23,240,57,19,960,00:00:49,,,
746,10:57:12,5031282,0.26,4.37,23,239,43,19,956,00:00:49,,,
747,10:58:01,5031283,0.26,4.33,25,240,40,19,960,00:00:49,,,
748,10:58:50,5031284,0.26,4.3,24,240,60,20,960,00:00:49,,,
749,10:59:40,5031285,0.25,4.14,26,240,40,20,960,00:00:50,,,
750,11:00:29,5031286,0.26,4.42,24,239,41,18,956,00:00:49,,,
751,11:04:17,5031287,0.26,0.24,0,71,1,33,284,00:03:48,,,
752,11:05:06,5031288,0.26,4.37,25,238,55,20,952,00:00:49,,,
753,11:05:55,5031289,0.26,4.37,23,240,61,18,960,00:00:49,,,
754,11:06:45,5031290,0.26,4.44,24,240,61,19,960,00:00:50,,,
755,11:07:34,5031291,0.26,4.32,23,240,39,20,960,00:00:49,,,
756,11:08:23,5031292,0.26,4.4,25,240,44,18,960,00:00:49,,,
757,11:09:12,5031293,0.26,4.22,23,240,39,20,960,00:00:49,,,
758,11:12:46,5031294,0.26,4.49,24,148,43,20,592,00:03:34,,,
759,11:16:00,5031295,0.26,4.22,23,242,62,21,968,00:03:14,,,
760,11:16:49,5031296,0.26,4.24,22,239,52,20,956,00:00:49,,,
761,11:17:38,5031297,0.26,4.31,23,240,61,20,960,00:00:49,,,
762,11:18:27,5031298,0.26,4.4,23,241,55,19,964,00:00:49,,,
763,11:19:17,5031299,0.26,4.4,24,240,60,19,960,00:00:50,,,
764,11:20:06,5031300,0.26,4.4,23,239,60,19,956,00:00:49,,,
765,11:20:55,5031301,0.26,4.45,23,241,43,21,964,00:00:49,,,
766,11:21:44,5031302,0.26,4.24,23,241,58,20,964,00:00:49,,,
767,11:22:33,5031303,0.26,4.28,22,240,53,20,960,00:00:49,,,
768,11:23:22,5031304,0.26,4.28,24,241,39,20,964,00:00:49,,,
769,11:24:11,5031305,0.26,4.16,23,240,37,21,960,00:00:49,,,
770,11:25:00,5031306,0.26,4.22,23,240,39,20,960,00:00:49,,,
771,11:25:49,5031307,0.26,4.39,22,240,54,20,960,00:00:49,,,
772,11:26:38,5031308,0.26,4.21,24,240,46,20,960,00:00:49,,,
773,11:27:27,5031309,0.26,4.42,24,241,39,20,964,00:00:49,,,
774,11:28:16,5031310,0.26,4.3,22,240,46,20,960,00:00:49,,,
775,11:29:05,5031311,0.26,4.29,24,242,53,21,968,00:00:49,,,
776,11:29:55,5031312,0.26,4.31,24,240,54,21,960,00:00:50,,,
777,11:30:44,5031313,0.26,4.25,22,239,39,20,956,00:00:49,,,
778,11:31:33,5031314,0.26,4.38,25,240,42,20,960,00:00:49,,,
779,11:32:22,5031315,0.26,4.25,24,240,48,19,960,00:00:49,,,
780,11:33:11,5031316,0.26,4.3,24,241,41,20,964,00:00:49,,,
781,11:34:00,5031317,0.26,4.43,25,240,34,19,960,00:00:49,,,
782,11:34:49,5031318,0.26,4.25,24,240,40,19,960,00:00:49,,,
783,11:35:38,5031319,0.26,4.28,23,238,37,20,952,00:00:49,,,
784,11:36:27,5031320,0.26,4.15,25,239,59,21,956,00:00:49,,,
785,11:37:17,5031321,0.26,4.38,24,239,36,16,956,00:00:50,,,
786,11:38:06,5031322,0.26,4.29,23,240,58,20,960,00:00:49,,,
787,11:38:55,5031323,0.26,4.33,22,240,58,19,960,00:00:49,,,
788,11:39:44,5031324,0.26,4.52,23,240,50,19,960,00:00:49,,,
789,11:40:33,5031325,0.26,4.33,25,240,39,20,960,00:00:49,,,
790,11:41:23,5031326,0.25,4.27,25,240,40,20,960,00:00:50,,,
791,11:42:11,5031327,0.26,4.33,24,240,38,19,960,00:00:48,,,
792,11:43:00,5031328,0.26,4.31,23,240,44,19,960,00:00:49,,,
793,11:43:50,5031329,0.26,4.33,22,240,40,19,960,00:00:50,,,
794,11:44:39,5031330,0.26,4.23,24,240,55,19,960,00:00:49,,,
795,11:45:28,5031331,0.26,4.23,21,240,38,19,960,00:00:49,,,
796,12:02:26,5031351,0.26,4.42,23,239,36,16,956,00:16:58,,,
797,12:02:58,5031352,0.26,4.38,23,239,39,17,956,00:00:32,,,
798,12:03:47,5031353,0.26,4.28,25,240,51,17,960,00:00:49,,,
799,12:04:36,5031354,0.26,4.42,22,240,44,18,960,00:00:49,,,
800,12:05:25,5031355,0.26,4.3,24,240,53,18,960,00:00:49,,,
801,12:06:15,5031356,0.26,4.42,25,239,39,20,956,00:00:50,,,
802,12:07:04,5031357,0.26,4.38,25,240,39,19,960,00:00:49,,,
803,12:07:53,5031358,0.26,4.33,23,240,38,21,960,00:00:49,,,
804,12:08:42,5031359,0.26,4.31,22,240,37,19,960,00:00:49,,,
805,12:09:32,5031360,0.26,4.18,24,240,39,20,960,00:00:50,,,
806,12:10:21,5031361,0.26,4.32,23,239,40,19,956,00:00:49,,,
807,12:11:10,5031362,0.26,4.4,23,240,38,19,960,00:00:49,,,
808,12:11:59,5031363,0.26,4.24,22,240,56,20,960,00:00:49,,,
809,12:12:48,5031364,0.26,4.33,22,240,56,19,960,00:00:49,,,
810,12:13:38,5031365,0.26,4.4,24,240,40,18,960,00:00:50,,,
811,12:14:27,5031366,0.26,4.42,22,240,58,20,960,00:00:49,,,
812,12:15:16,5031367,0.26,4.38,24,240,40,20,960,00:00:49,,,
813,12:16:05,5031368,0.26,4.32,24,240,40,20,960,00:00:49,,,
814,12:16:54,5031369,0.26,4.39,22,240,56,19,960,00:00:49,,,
815,12:17:43,5031370,0.26,4.32,22,240,39,20,960,00:00:49,,,
816,12:18:33,5031371,0.26,4.32,23,240,60,21,960,00:00:50,,,
817,12:19:22,5031372,0.26,4.35,23,239,60,19,956,00:00:49,,,
818,12:20:11,5031373,0.26,4.32,24,239,54,20,956,00:00:49,,,
819,12:21:00,5031374,0.26,4.4,24,241,50,18,964,00:00:49,,,
820,12:21:49,5031375,0.26,4.36,24,239,56,20,956,00:00:49,,,
821,12:22:38,5031376,0.26,4.47,24,241,52,20,964,00:00:49,,,
822,12:23:27,5031377,0.26,4.29,23,240,60,20,960,00:00:49,,,
823,12:24:16,5031378,0.26,4.4,22,241,60,20,964,00:00:49,,,
824,12:25:05,5031379,0.26,4.31,25,240,56,20,960,00:00:49,,,
825,12:25:55,5031380,0.26,4.34,24,240,53,19,960,00:00:50,,,
826,12:26:44,5031381,0.26,4.4,24,241,37,19,964,00:00:49,,,
827,12:27:33,5031382,0.26,4.3,22,240,38,20,960,00:00:49,,,
828,12:28:22,5031383,0.26,4.34,23,240,54,18,960,00:00:49,,,
829,12:29:11,5031384,0.26,4.21,24,240,41,20,960,00:00:49,,,
830,12:30:00,5031385,0.26,4.29,26,240,57,19,960,00:00:49,,,
831,12:30:51,5031386,0.26,4.43,23,239,50,20,956,00:00:51,,,
832,12:31:38,5031387,0.26,4.33,25,240,58,19,960,00:00:47,,,
833,12:32:27,5031388,0.26,4.33,24,239,50,20,956,00:00:49,,,
834,12:33:16,5031389,0.26,4.37,24,240,59,20,960,00:00:49,,,
835,12:34:06,5031390,0.26,4.33,23,240,40,20,960,00:00:50,,,
836,12:34:55,5031391,0.26,4.34,22,240,53,19,960,00:00:49,,,
837,12:35:44,5031392,0.26,4.39,24,240,41,20,960,00:00:49,,,
838,12:36:33,5031393,0.26,4.23,22,241,40,19,964,00:00:49,,,
839,12:37:22,5031394,0.26,4.43,22,241,39,19,964,00:00:49,,,
840,12:38:11,5031395,0.26,4.28,24,239,37,20,956,00:00:49,,,
841,12:39:00,5031396,0.26,4.15,22,240,40,21,960,00:00:49,,,
842,12:39:49,5031397,0.26,4.31,23,241,40,18,964,00:00:49,,,
843,12:40:38,5031398,0.26,4.38,24,239,44,19,956,00:00:49,,,
844,12:41:28,5031399,0.26,4.42,22,239,38,19,956,00:00:50,,,
845,12:42:17,5031400,0.26,4.4,23,240,54,19,960,00:00:49,,,
846,12:43:06,5031401,0.26,4.42,24,241,49,19,964,00:00:49,,,
847,12:43:55,5031402,0.26,4.42,23,238,52,20,952,00:00:49,,,
848,12:44:44,5031403,0.26,4.31,22,240,40,21,960,00:00:49,,,
849,12:45:33,5031404,0.26,4.42,22,239,38,20,956,00:00:49,,,
850,12:46:23,5031405,0.26,4.31,22,239,59,21,956,00:00:50,,,
851,12:47:12,5031406,0.26,4.51,24,239,39,20,956,00:00:49,,,
852,12:48:01,5031407,0.26,4.34,21,240,38,20,960,00:00:49,,,
853,12:48:51,5031408,0.26,4.37,23,240,50,18,960,00:00:50,,,
854,12:49:40,5031409,0.26,4.33,22,239,47,20,956,00:00:49,,,
855,12:50:29,5031410,0.26,4.24,22,240,39,19,960,00:00:49,,,
856,12:51:18,5031411,0.26,4.21,22,241,51,17,964,00:00:49,,,
857,12:52:08,5031412,0.26,4.33,25,238,37,19,952,00:00:50,,,
858,12:52:57,5031413,0.26,4.4,24,240,52,20,960,00:00:49,,,
859,12:53:46,5031414,0.26,4.34,25,241,38,19,964,00:00:49,,,
860,12:54:36,5031415,0.26,4.33,22,240,49,18,960,00:00:50,,,
861,12:55:25,5031416,0.26,4.28,26,240,39,19,960,00:00:49,,,
862,12:56:14,5031417,0.26,4.33,24,238,53,19,952,00:00:49,,,
863,12:57:04,5031418,0.26,4.63,28,239,43,20,956,00:00:50,,,
864,12:57:53,5031419,0.26,4.32,22,238,54,19,952,00:00:49,,,
865,12:58:42,5031420,0.26,4.4,22,239,38,19,956,00:00:49,,,
866,12:59:31,5031421,0.26,4.39,24,240,58,19,960,00:00:49,,,
867,13:00:20,5031422,0.26,4.24,25,240,51,20,960,00:00:49,,,
868,13:01:57,5031424,0.26,4.43,22,240,54,19,960,00:01:37,,,
869,13:02:48,5031425,0.26,4.38,23,241,52,19,964,00:00:51,,,
870,13:03:37,5031426,0.26,4.4,25,240,38,19,960,00:00:49,,,
871,13:04:26,5031427,0.26,4.4,23,239,49,17,956,00:00:49,,,
872,13:05:15,5031428,0.26,4.31,24,241,37,20,964,00:00:49,,,
873,13:06:04,5031429,0.26,4.4,25,240,49,20,960,00:00:49,,,
874,13:06:54,5031430,0.26,4.29,22,240,39,20,960,00:00:50,,,
875,13:07:42,5031431,0.26,4.42,22,240,49,20,960,00:00:48,,,
876,13:08:32,5031432,0.26,4.46,26,241,58,20,964,00:00:50,,,
877,13:09:21,5031433,0.26,4.31,23,240,43,20,960,00:00:49,,,
878,13:10:11,5031434,0.26,4.4,23,240,43,18,960,00:00:50,,,
879,13:11:00,5031435,0.26,4.69,28,241,37,19,964,00:00:49,,,
880,13:11:50,5031436,0.26,4.4,22,241,43,18,964,00:00:50,,,
881,13:12:39,5031437,0.26,4.33,25,240,38,19,960,00:00:49,,,
882,13:13:28,5031438,0.26,4.48,23,240,47,17,960,00:00:49,,,
883,13:14:17,5031439,0.26,4.36,23,241,34,19,964,00:00:49,,,
884,13:15:06,5031440,0.26,4.4,24,239,38,19,956,00:00:49,,,
885,13:15:55,5031441,0.26,4.24,21,240,37,19,960,00:00:49,,,
886,13:16:45,5031442,0.26,4.4,22,240,38,20,960,00:00:50,,,
887,13:17:34,5031443,0.26,4.31,23,241,39,21,964,00:00:49,,,
888,13:18:24,5031444,0.26,4.32,22,241,39,19,964,00:00:50,,,
889,13:19:13,5031445,0.26,4.33,24,240,51,19,960,00:00:49,,,
890,13:20:02,5031446,0.26,4.31,23,241,57,20,964,00:00:49,,,
891,13:20:51,5031447,0.26,4.29,22,239,37,20,956,00:00:49,,,
892,13:21:40,5031448,0.26,4.33,23,239,37,20,956,00:00:49,,,
893,13:22:30,5031449,0.26,4.4,22,239,42,19,956,00:00:50,,,
894,13:23:19,5031450,0.26,4.37,25,240,38,19,960,00:00:49,,,
895,13:24:08,5031451,0.26,4.37,25,240,47,19,960,00:00:49,,,
896,13:24:57,5031452,0.26,4.4,24,240,44,20,960,00:00:49,,,
897,13:25:47,5031453,0.26,4.38,22,241,38,21,964,00:00:50,,,
898,13:26:36,5031454,0.26,4.31,22,240,56,21,960,00:00:49,,,
899,13:27:26,5031455,0.26,4.4,23,240,51,19,960,00:00:50,,,
900,13:28:15,5031456,0.26,4.27,24,241,37,19,964,00:00:49,,,
901,13:29:04,5031457,0.26,4.38,23,240,50,19,960,00:00:49,,,
902,13:29:54,5031458,0.26,4.25,23,241,42,20,964,00:00:50,,,
903,13:30:43,5031459,0.26,4.33,24,241,39,20,964,00:00:49,,,
904,13:31:32,5031460,0.26,4.32,24,239,51,20,956,00:00:49,,,
905,13:52:03,5031485,0.26,4.42,21,240,49,20,960,00:20:31,,,
906,13:52:54,5031486,0.26,4.45,24,243,42,20,972,00:00:51,,,
907,13:53:43,5031487,0.26,4.49,23,239,40,21,956,00:00:49,,,
908,13:54:32,5031488,0.26,4.25,23,240,49,19,960,00:00:49,,,
909,13:55:22,5031489,0.26,4.2,22,239,45,20,956,00:00:50,,,
910,13:56:11,5031490,0.26,4.4,22,241,39,19,964,00:00:49,,,
911,13:57:01,5031491,0.26,4.4,22,240,39,20,960,00:00:50,,,
912,13:57:50,5031492,0.26,4.34,23,241,39,21,964,00:00:49,,,
913,13:58:39,5031493,0.26,4.31,23,241,57,21,964,00:00:49,,,
914,13:59:28,5031494,0.26,4.43,23,239,49,20,956,00:00:49,,,
915,14:00:18,5031495,0.26,4.42,23,239,38,21,956,00:00:50,,,
916,14:01:07,5031496,0.26,4.42,25,239,38,21,956,00:00:49,,,
917,14:01:57,5031497,0.26,4.39,22,241,40,21,964,00:00:50,,,
918,14:02:46,5031498,0.26,4.39,22,239,38,19,956,00:00:49,,,
919,14:03:36,5031499,0.26,4.33,23,240,44,18,960,00:00:50,,,
920,14:04:25,5031500,0.26,4.4,25,239,42,20,956,00:00:49,,,
921,14:05:14,5031501,0.26,4.52,23,241,47,20,964,00:00:49,,,
922,14:06:03,5031502,0.26,4.31,22,240,60,21,960,00:00:49,,,
923,14:06:53,5031503,0.26,4.33,24,240,39,20,960,00:00:50,,,
924,14:07:42,5031504,0.26,4.49,27,240,37,21,960,00:00:49,,,
925,14:08:32,5031505,0.26,4.4,24,239,42,19,956,00:00:50,,,
926,14:09:21,5031506,0.26,4.25,23,240,44,20,960,00:00:49,,,
927,14:10:10,5031507,0.26,4.39,25,240,49,19,960,00:00:49,,,
928,14:11:00,5031508,0.26,4.31,22,240,42,19,960,00:00:50,,,
929,14:11:49,5031509,0.26,4.28,24,239,40,20,956,00:00:49,,,
930,14:12:38,5031510,0.26,4.36,23,240,37,20,960,00:00:49,,,
931,14:13:28,5031511,0.26,4.38,24,241,47,19,964,00:00:50,,,
932,14:14:17,5031512,0.26,4.38,23,240,59,18,960,00:00:49,,,
933,14:15:06,5031513,0.26,4.33,25,240,38,20,960,00:00:49,,,
934,14:15:56,5031514,0.26,4.43,24,240,60,21,960,00:00:50,,,
935,14:16:45,5031515,0.26,4.34,24,240,45,19,960,00:00:49,,,
936,14:17:35,5031516,0.26,4.4,21,239,55,19,956,00:00:50,,,
937,14:18:24,5031517,0.26,4.39,23,239,41,20,956,00:00:49,,,
938,14:19:13,5031518,0.26,4.32,23,239,57,20,956,00:00:49,,,
939,14:20:02,5031519,0.26,4.43,23,239,39,19,956,00:00:49,,,
940,14:20:52,5031520,0.26,4.33,25,243,43,19,972,00:00:50,,,
941,14:21:41,5031521,0.26,4.23,25,241,40,19,964,00:00:49,,,
942,14:22:30,5031522,0.26,4.43,23,240,40,18,960,00:00:49,,,
943,14:23:20,5031523,0.26,4.33,24,240,59,19,960,00:00:50,,,
944,14:24:09,5031524,0.26,4.42,23,241,44,20,964,00:00:49,,,
945,14:24:58,5031525,0.26,4.31,23,240,40,20,960,00:00:49,,,
946,14:25:47,5031526,0.26,4.38,23,240,40,21,960,00:00:49,,,
947,14:26:37,5031527,0.26,4.39,24,242,41,20,968,00:00:50,,,
948,14:27:26,5031528,0.26,4.37,23,241,39,20,964,00:00:49,,,
949,14:28:16,5031529,0.26,4.39,22,240,40,19,960,00:00:50,,,
950,14:30:34,5031530,0.26,4.31,21,243,53,22,972,00:02:18,,,
951,14:31:23,5031531,0.26,4.26,24,240,58,23,960,00:00:49,,,
952,14:32:13,5031532,0.26,4.31,25,240,39,21,960,00:00:50,,,
953,14:33:02,5031533,0.26,4.33,23,241,57,21,964,00:00:49,,,
954,14:33:51,5031534,0.26,4.4,23,240,59,19,960,00:00:49,,,
955,14:34:41,5031535,0.26,4.42,24,240,58,19,960,00:00:50,,,
956,14:35:30,5031536,0.26,4.4,24,241,50,19,964,00:00:49,,,
957,14:37:51,5031537,0.26,4.31,24,246,63,26,984,00:02:21,,,
958,14:38:40,5031538,0.26,4.35,23,240,43,18,960,00:00:49,,,
959,14:39:30,5031539,0.25,4.4,25,241,56,20,964,00:00:50,,,
960,14:40:19,5031540,0.26,4.42,23,240,42,18,960,00:00:49,,,
961,14:41:08,5031541,0.26,4.49,22,239,55,17,956,00:00:49,,,
962,14:43:28,5031542,0.26,4.32,26,240,58,21,960,00:02:20,,,
963,14:44:18,5031543,0.26,4.51,21,238,48,16,952,00:00:50,,,
964,15:34:50,5031579,0.26,4.51,25,245,54,20,980,00:50:32,,,
965,15:35:50,5031580,0.26,4.51,22,233,57,23,932,00:01:00,,,
966,15:36:40,5031581,0.26,4.26,25,239,51,19,956,00:00:50,,,
967,15:37:29,5031582,0.26,4.5,25,239,39,19,956,00:00:49,,,
968,15:38:18,5031583,0.26,4.4,22,240,59,21,960,00:00:49,,,
969,15:39:08,5031584,0.26,4.42,23,239,42,20,956,00:00:50,,,
970,15:39:57,5031585,0.26,4.34,22,240,47,20,960,00:00:49,,,
971,15:40:47,5031586,0.26,4.33,22,239,43,20,956,00:00:50,,,
972,15:41:36,5031587,0.26,4.31,24,239,37,20,956,00:00:49,,,
973,15:42:25,5031588,0.26,4.57,24,238,46,20,952,00:00:49,,,
974,15:43:14,5031589,0.26,4.32,22,240,39,20,960,00:00:49,,,
975,15:44:04,5031590,0.26,4.25,22,239,37,21,956,00:00:50,,,
976,15:44:53,5031591,0.26,4.25,23,238,49,21,952,00:00:49,,,
977,15:45:43,5031592,0.26,4.38,22,238,39,21,952,00:00:50,,,
978,15:46:32,5031593,0.26,4.39,23,239,38,19,956,00:00:49,,,
979,15:47:22,5031594,0.26,4.24,22,239,38,20,956,00:00:50,,,
980,15:48:11,5031595,0.26,4.31,22,239,38,20,956,00:00:49,,,
981,15:49:00,5031596,0.26,4.33,25,241,49,21,964,00:00:49,,,
982,15:49:50,5031597,0.26,4.38,22,239,38,20,956,00:00:50,,,
983,15:50:39,5031598,0.26,4.51,25,242,51,20,968,00:00:49,,,
984,15:51:29,5031599,0.26,4.2,23,240,43,20,960,00:00:50,,,
985,15:52:18,5031600,0.26,4.42,25,239,36,19,956,00:00:49,,,
986,15:53:07,5031601,0.26,4.29,24,240,55,21,960,00:00:49,,,
987,15:53:56,5031602,0.26,4.38,22,240,38,19,960,00:00:49,,,
988,15:57:26,5031603,0.26,4.37,22,240,54,21,960,00:03:30,,,
989,15:59:27,5031604,0.25,4.3,24,242,41,22,968,00:02:01,,,
990,16:00:16,5031605,0.26,4.43,23,239,55,18,956,00:00:49,,,
991,16:01:05,5031606,0.26,4.42,23,239,43,19,956,00:00:49,,,
992,16:01:54,5031607,0.26,4.33,24,238,53,20,952,00:00:49,,,
993,16:02:44,5031608,0.26,4.31,24,239,38,19,956,00:00:50,,,
994,16:03:33,5031609,0.26,4.42,25,240,42,19,960,00:00:49,,,
995,16:04:22,5031610,0.26,4.39,25,239,43,20,956,00:00:49,,,
996,16:05:12,5031611,0.26,4.43,22,239,38,19,956,00:00:50,,,
997,16:06:01,5031612,0.26,4.42,22,238,46,19,952,00:00:49,,,
998,16:06:51,5031613,0.26,4.4,24,239,51,20,956,00:00:50,,,
999,16:07:40,5031614,0.26,4.34,22,240,60,20,960,00:00:49,,,
1000,16:08:30,5031615,0.26,4.28,22,240,55,19,960,00:00:50,,,
1001,16:09:19,5031616,0.26,4.43,22,240,46,19,960,00:00:49,,,
1002,16:10:08,5031617,0.26,4.33,23,240,46,19,960,00:00:49,,,
1003,16:10:58,5031618,0.26,4.42,22,239,38,19,956,00:00:50,,,
1004,16:11:47,5031619,0.26,4.37,24,239,37,19,956,00:00:49,,,
1005,16:12:36,5031620,0.26,4.27,24,241,39,19,964,00:00:49,,,
1006,16:13:25,5031621,0.26,4.45,24,240,38,19,960,00:00:49,,,
1007,16:14:15,5031622,0.26,4.25,23,240,48,19,960,00:00:50,,,
1008,16:15:04,5031623,0.26,4.28,23,239,38,20,956,00:00:49,,,
1009,16:15:54,5031624,0.26,4.46,25,240,52,18,960,00:00:50,,,
1010,16:16:43,5031625,0.26,4.32,22,240,37,21,960,00:00:49,,,
1011,16:17:32,5031626,0.26,4.47,21,243,50,19,972,00:00:49,,,
1012,16:18:22,5031627,0.26,4.42,22,239,42,18,956,00:00:50,,,
1013,16:19:11,5031628,0.26,4.42,22,240,46,19,960,00:00:49,,,
1014,16:20:00,5031629,0.26,4.46,24,240,37,20,960,00:00:49,,,
1015,16:20:49,5031630,0.26,4.36,23,238,38,19,952,00:00:49,,,
1016,16:21:39,5031631,0.26,4.42,24,239,37,18,956,00:00:50,,,
1017,16:22:29,5031632,0.26,4.83,24,240,50,18,960,00:00:50,,,
1018,16:23:18,5031633,0.26,4.4,22,239,46,19,956,00:00:49,,,
1019,16:24:08,5031634,0.26,4.43,25,239,36,19,956,00:00:50,,,
1020,16:24:57,5031635,0.26,4.42,23,239,37,19,956,00:00:49,,,
1021,16:25:46,5031636,0.26,4.31,24,240,50,19,960,00:00:49,,,
1022,16:26:36,5031637,0.26,4.24,23,240,37,19,960,00:00:50,,,
1023,16:27:25,5031638,0.26,4.51,23,242,53,19,968,00:00:49,,,
1024,16:28:15,5031639,0.26,4.31,25,238,36,19,952,00:00:50,,,
1025,16:29:04,5031640,0.26,4.43,23,239,34,19,956,00:00:49,,,
1026,16:29:53,5031641,0.26,4.48,24,240,37,20,960,00:00:49,,,
1027,16:30:43,5031642,0.26,4.27,21,239,38,21,956,00:00:50,,,
1028,16:31:32,5031643,0.26,4.26,21,239,34,20,956,00:00:49,,,
1029,16:32:21,5031644,0.26,4.37,21,241,52,20,964,00:00:49,,,
1030,16:33:11,5031645,0.26,4.32,21,241,37,20,964,00:00:50,,,
1031,16:34:00,5031646,0.26,4.42,24,239,50,19,956,00:00:49,,,
1032,16:34:49,5031647,0.26,4.45,23,238,54,19,952,00:00:49,,,
1033,16:35:38,5031648,0.26,4.38,21,240,39,20,960,00:00:49,,,
1034,16:36:28,5031649,0.26,4.16,21,240,38,20,960,00:00:50,,,
1035,16:37:17,5031650,0.26,4.42,22,240,54,19,960,00:00:49,,,
1036,16:38:07,5031651,0.26,4.38,23,239,54,19,956,00:00:50,,,
1037,16:38:56,5031652,0.26,4.42,21,239,52,19,956,00:00:49,,,
1038,16:39:45,5031653,0.26,4.42,25,240,47,19,960,00:00:49,,,
1039,16:40:34,5031654,0.26,4.52,22,239,54,18,956,00:00:49,,,
1040,16:41:24,5031655,0.26,4.42,21,239,38,19,956,00:00:50,,,
1041,16:42:13,5031656,0.26,4.33,22,239,53,20,956,00:00:49,,,
1042,16:43:03,5031657,0.26,4.26,22,239,38,19,956,00:00:50,,,
1043,16:47:44,5031658,0.26,4.26,25,238,57,22,952,00:04:41,,,
1044,16:48:34,5031659,0.26,4.33,22,239,40,20,956,00:00:50,,,
1045,16:49:24,5031660,0.26,4.33,22,239,49,19,956,00:00:50,,,
1046,16:50:13,5031661,0.26,4.39,25,240,37,18,960,00:00:49,,,
1047,16:51:02,5031662,0.26,4.39,22,241,50,19,964,00:00:49,,,
1048,16:51:52,5031663,0.26,4.38,25,240,38,19,960,00:00:50,,,
1049,16:52:41,5031664,0.26,4.42,25,240,39,19,960,00:00:49,,,
1050,16:53:30,5031665,0.26,4.33,22,240,40,19,960,00:00:49,,,
1051,16:54:20,5031666,0.26,4.31,23,242,53,18,968,00:00:50,,,
1052,16:55:09,5031667,0.26,4.33,24,240,35,18,960,00:00:49,,,
1053,16:55:59,5031668,0.26,4.33,23,239,37,19,956,00:00:50,,,
1054,17:03:43,5031669,0.26,0.25,4,77,87,2,308,00:07:44,,,
1055,17:04:26,5031670,0.26,0.25,4,72,1,37,288,00:00:43,,,
1056,17:05:15,5031671,0.26,4.48,22,240,50,15,960,00:00:49,,,
1057,17:06:04,5031672,0.26,4.42,22,241,41,15,964,00:00:49,,,
1058,17:06:54,5031673,0.26,4.45,24,239,40,17,956,00:00:50,,,
1059,17:07:43,5031674,0.26,4.39,24,239,40,17,956,00:00:49,,,
1060,17:08:33,5031675,0.26,4.47,23,239,39,17,956,00:00:50,,,
1061,17:09:22,5031676,0.26,4.25,22,240,38,18,960,00:00:49,,,
1062,17:10:11,5031677,0.26,4.31,21,240,38,17,960,00:00:49,,,
1063,17:11:01,5031678,0.26,4.2,22,241,38,21,964,00:00:50,,,
1064,17:11:50,5031679,0.26,4.24,22,240,37,19,960,00:00:49,,,
1065,17:12:39,5031680,0.26,4.33,22,239,54,19,956,00:00:49,,,
1066,17:13:29,5031681,0.26,4.42,24,240,39,19,960,00:00:50,,,
1067,17:14:18,5031682,0.26,4.31,21,240,41,20,960,00:00:49,,,
1068,17:15:08,5031683,0.26,4.23,23,241,37,20,964,00:00:50,,,
